,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,Unnamed: 0.2,spotRate,spotAveragePoint,spotName,New_cat,New_sub_cat,spotLat,spotLng,zipcode,spotAddress,spotBuildingName,spotTel,sfiInfo,naver_rating_score,naver_rating_count,card_review_json,naver_open_hours,user_reviews,theme_keyword,menu
161,161,161,161,161,mid,4.0,으뜸50안경 대전관평점,7,,36.422426536015,127.38789748521,34019.0,대전광역시 유성구 테크노4로 137,,042-936-7787,"[1, 2, 3, 4, 6, 7, 8]",4.49,[213],"[{""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""74""}, {""\""\u00ea\u00b0\u0080\u00ea\u00b2\u00a9\u00ec\u009d\u00b4 \u00ed\u0095\u00a9\u00eb\u00a6\u00ac\u00ec\u00a0\u0081\u00ec\u009d\u00b4\u00ec\u0097\u0090\u00ec\u009a\u0094\"""": ""68""}, {""\""\u00ec\u0083\u0081\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""32""}, {""\""\u00ec\u0084\u00a4\u00eb\u00aa\u0085\u00ec\u009d\u00b4 \u00ec\u009e\u0090\u00ec\u0084\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""24""}, {""\""\u00ec\u00b6\u0094\u00ec\u00b2\u009c\u00ec\u009d\u0084 \u00ec\u009e\u0098\u00ed\u0095\u00b4\u00ec\u00a4\u0098\u00ec\u009a\u0094\"""": ""20""}, {""\""A/S\u00ea\u00b0\u0080 \u00ec\u0084\u00b8\u00ec\u008b\u00ac\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""14""}, {""\""\u00ea\u00b2\u0080\u00ec\u0095\u0088\u00ec\u009d\u00b4 \u00ea\u00bc\u00bc\u00ea\u00bc\u00bc\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""10""}, {""\""\u00eb\u00b9\u0084\u00ec\u008b\u00bc \u00eb\u00a7\u008c\u00ed\u0081\u00bc \u00ea\u00b0\u0080\u00ec\u00b9\u0098\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""4""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""2""}, {""\""\u00ed\u008a\u00b8\u00eb\u00a0\u008c\u00eb\u0094\u0094\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""2""}]","['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">21:00에 영업 종료</time><span class=""place_blind"">21시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">매일</span><div class=""H3ua4"">10:00 - 21:00</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
162,162,162,162,162,mid,4.0,올리브영 대전관평점,7,,36.422715203595,127.38849966364,34019.0,대전광역시 유성구 관평2로 48,,042-671-1373,"[1, 2, 8]",4.47,[709],"[{""\""\u00ec\u00a2\u0085\u00eb\u00a5\u0098\u00ea\u00b0\u0080 \u00eb\u008b\u00a4\u00ec\u0096\u0091\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""84""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""70""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00eb\u0084\u0093\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""65""}, {""\""\u00ec\u008b\u009c\u00ec\u0084\u00a4\u00ec\u009d\u00b4 \u00ea\u00b9\u0094\u00eb\u0081\u0094\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""54""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""40""}, {""\""\u00ed\u0092\u0088\u00ec\u00a7\u0088\u00ec\u009d\u00b4 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""30""}, {""\""\u00ed\u008a\u00b9\u00ec\u0083\u0089 \u00ec\u009e\u0088\u00eb\u008a\u0094 \u00ec\u00a0\u009c\u00ed\u0092\u0088\u00ec\u009d\u00b4 \u00eb\u00a7\u008e\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""21""}, {""\""\u00eb\u00b6\u0084\u00ec\u009c\u0084\u00ea\u00b8\u00b0\u00ea\u00b0\u0080 \u00ed\u008e\u00b8\u00ec\u0095\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""20""}, {""\""\u00eb\u00b9\u0084\u00ec\u008b\u00bc \u00eb\u00a7\u008c\u00ed\u0081\u00bc \u00ea\u00b0\u0080\u00ec\u00b9\u0098\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""6""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""4""}]","['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">22:00에 영업 종료</time><span class=""place_blind"">22시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">월</span><div class=""H3ua4"">10:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">화</span><div class=""H3ua4"">10:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">수</span><div class=""H3ua4"">10:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">목</span><div class=""H3ua4"">10:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">금</span><div class=""H3ua4"">10:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">토</span><div class=""H3ua4"">10:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">일</span><div class=""H3ua4"">10:00 - 22:00</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
163,163,163,163,163,mid,4.0,관평도서관,3,2.0,36.422711096864,127.38837698576,34019.0,대전광역시 유성구 관평2로 48,,042-716-0350,"[1, 2, 3, 5, 6, 8]",no_rating,,,"['<div class=""w9QyJ vI8SM DzD3b""><div class=""y6tNq""><div class=""A_cdD""><em>오늘 휴무</em><div class=""U7pYf"">어린이자료실<!-- --> <!-- -->매주 월요일 휴무</div></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><div class=""A_cdD""><span class=""i8cJw"">월</span><ul class=""xmQdY""><li class=""undefined""><span class=""l_mXo"">어린이자료실</span><span class=""H3ua4"">정기휴무 (매주 월요일)</span></li><li class=""undefined""><span class=""l_mXo"">종합자료실</span><span class=""H3ua4"">정기휴무 (매주 월요일)</span></li><li class=""undefined""><span class=""l_mXo"">일반열람실</span><span class=""H3ua4"">정기휴무 (매주 월요일)</span></li></ul></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><div class=""A_cdD""><span class=""i8cJw"">화</span><ul class=""xmQdY""><li class=""""><span class=""l_mXo"">어린이자료실</span><span class=""H3ua4"">09:00 - 18:00</span></li><li class=""""><span class=""l_mXo"">종합자료실</span><span class=""H3ua4"">09:00 - 22:00</span></li><li class=""""><span class=""l_mXo"">일반열람실</span><span class=""H3ua4"">08:00 - 22:00</span></li></ul></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><div class=""A_cdD""><span class=""i8cJw"">수</span><ul class=""xmQdY""><li class=""""><span class=""l_mXo"">어린이자료실</span><span class=""H3ua4"">09:00 - 18:00</span></li><li class=""""><span class=""l_mXo"">종합자료실</span><span class=""H3ua4"">09:00 - 22:00</span></li><li class=""""><span class=""l_mXo"">일반열람실</span><span class=""H3ua4"">08:00 - 22:00</span></li></ul></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><div class=""A_cdD""><span class=""i8cJw"">목</span><ul class=""xmQdY""><li class=""""><span class=""l_mXo"">어린이자료실</span><span class=""H3ua4"">09:00 - 18:00</span></li><li class=""""><span class=""l_mXo"">종합자료실</span><span class=""H3ua4"">09:00 - 22:00</span></li><li class=""""><span class=""l_mXo"">일반열람실</span><span class=""H3ua4"">08:00 - 22:00</span></li></ul></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><div class=""A_cdD""><span class=""i8cJw"">금</span><ul class=""xmQdY""><li class=""""><span class=""l_mXo"">어린이자료실</span><span class=""H3ua4"">09:00 - 18:00</span></li><li class=""""><span class=""l_mXo"">종합자료실</span><span class=""H3ua4"">09:00 - 22:00</span></li><li class=""""><span class=""l_mXo"">일반열람실</span><span class=""H3ua4"">08:00 - 22:00</span></li></ul></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><div class=""A_cdD""><span class=""i8cJw"">토</span><ul class=""xmQdY""><li class=""""><span class=""l_mXo"">어린이자료실</span><span class=""H3ua4"">09:00 - 18:00</span></li><li class=""""><span class=""l_mXo"">종합자료실</span><span class=""H3ua4"">09:00 - 18:00</span></li><li class=""""><span class=""l_mXo"">일반열람실</span><span class=""H3ua4"">08:00 - 22:00</span></li></ul></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><div class=""A_cdD""><span class=""i8cJw"">일</span><ul class=""xmQdY""><li class=""""><span class=""l_mXo"">어린이자료실</span><span class=""H3ua4"">09:00 - 18:00</span></li><li class=""""><span class=""l_mXo"">종합자료실</span><span class=""H3ua4"">09:00 - 18:00</span></li><li class=""""><span class=""l_mXo"">일반열람실</span><span class=""H3ua4"">08:00 - 22:00</span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></li></ul></div></div></div>', '<div class=""w9QyJ yN6TD""><div class=""y6tNq""><span class=""A_cdD""><div>일반열람실 - 열람실/휴게실 동절기 화~일요일 8시~22시 운영</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
164,164,164,164,164,mid,4.0,파스쿠찌 대전문지점,1,,36.393683313036,127.4063525984,34050.0,대전광역시 유성구 문지로299번길 86-11,,0507-1367-8497,"[1, 2, 4, 5, 6, 7, 8]",no_rating,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">22:40에 영업 종료</time><span class=""place_blind"">22시 40분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">월</span><div class=""H3ua4"">08:00 - 22:40</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">화</span><div class=""H3ua4"">08:00 - 22:40</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">수</span><div class=""H3ua4"">08:00 - 22:40</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">목</span><div class=""H3ua4"">08:00 - 22:40</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">금</span><div class=""H3ua4"">08:00 - 22:40</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">토</span><div class=""H3ua4"">09:00 - 22:40</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">일</span><div class=""H3ua4"">09:00 - 22:40</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],"{'(R)콜드브루 아메리카노': '4,800원', '(R)콜드브루 라떼': '5,300원', '(R)카푸치노': '5,000원', '(R)카페모카': '5,500원'}"
165,165,165,165,165,mid,4.0,다이소 대전본점,7,,36.349822105479,127.43794669509,,,,042-621-6016,"[1, 2, 5, 6, 7, 8]",,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">22:00에 영업 종료</time><span class=""place_blind"">22시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">매일</span><div class=""H3ua4"">10:00 - 22:00</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
166,166,166,166,166,mid,4.0,이지워시 문지점,7,,36.395566598375,127.40573539442,34050.0,대전광역시 유성구 문지로 323-21,,0507-1325-8789,"[1, 2, 8]",no_rating,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">01:00에 영업 종료</time><span class=""place_blind"">1시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">매일</span><div class=""H3ua4"">07:00 - 01:00</div></span></div></div>', '<div class=""w9QyJ yN6TD""><div class=""y6tNq""><span class=""A_cdD""><div> - 365일 연중무휴</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
167,167,167,167,167,mid,4.0,회덕농협 문지동지점,7,,36.394519053013,127.40671085429,34050.0,대전광역시 유성구 문지로 311-5,,042-861-8886,"[1, 2, 4, 5, 6, 8]",no_rating,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">16:30에 영업 종료</time><span class=""place_blind"">16시 30분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">월</span><div class=""H3ua4"">09:00 - 16:30</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">화</span><div class=""H3ua4"">09:00 - 16:30</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">수</span><div class=""H3ua4"">09:00 - 16:30</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">목</span><div class=""H3ua4"">09:00 - 16:30</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">금</span><div class=""H3ua4"">09:00 - 16:30</div></span></div></div>', '<div class=""w9QyJ undefined""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">토</span><div class=""H3ua4"">정보없음</div></span></div></div>', '<div class=""w9QyJ undefined""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">일</span><div class=""H3ua4"">정보없음</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
168,168,168,168,168,mid,4.0,노브랜드,7,,36.392751223384,127.4055075881,34050.0,대전광역시 유성구 문지로299번길 66,,0507-1306-8571,"[1, 2, 3, 4, 5, 6, 8]",,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">22:00에 영업 종료</time><span class=""place_blind"">22시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">매일</span><div class=""H3ua4"">10:00 - 22:00</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
169,169,169,169,169,mid,4.0,파리바게뜨 대전비래점,0,7.0,36.35398092171,127.44890054682,34419.0,대전광역시 대덕구 비래서로 40,,042-622-8204,"[1, 2, 8]",4.57,[881],"[{""\""\u00eb\u00b9\u00b5\u00ec\u009d\u00b4 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""674""}, {""\""\u00ec\u00b9\u009c\u00ec\u00a0\u0088\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""271""}, {""\""\u00eb\u00a7\u00a4\u00ec\u009e\u00a5\u00ec\u009d\u00b4 \u00ec\u00b2\u00ad\u00ea\u00b2\u00b0\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""162""}, {""\""\u00ec\u00bb\u00a4\u00ed\u0094\u00bc\u00ea\u00b0\u0080 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""71""}, {""\""\u00ea\u00b0\u0080\u00ec\u0084\u00b1\u00eb\u00b9\u0084\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""67""}, {""\""\u00ec\u009d\u008c\u00eb\u00a3\u008c\u00ea\u00b0\u0080 \u00eb\u00a7\u009b\u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""58""}, {""\""\u00ed\u008a\u00b9\u00eb\u00b3\u0084\u00ed\u0095\u009c \u00eb\u00a9\u0094\u00eb\u0089\u00b4\u00ea\u00b0\u0080 \u00ec\u009e\u0088\u00ec\u0096\u00b4\u00ec\u009a\u0094\"""": ""56""}, {""\""\u00eb\u008c\u0080\u00ed\u0099\u0094\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""35""}, {""\""\u00ec\u009d\u00b8\u00ed\u0085\u008c\u00eb\u00a6\u00ac\u00ec\u0096\u00b4\u00ea\u00b0\u0080 \u00eb\u00a9\u008b\u00ec\u00a0\u00b8\u00ec\u009a\u0094\"""": ""31""}, {""\""\u00ec\u00a2\u008c\u00ec\u0084\u009d\u00ec\u009d\u00b4 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""21""}, {""\""\u00ec\u00a7\u0091\u00ec\u00a4\u0091\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""12""}, {""\""\u00ec\u0082\u00ac\u00ec\u00a7\u0084\u00ec\u009d\u00b4 \u00ec\u009e\u0098 \u00eb\u0082\u0098\u00ec\u0099\u0080\u00ec\u009a\u0094\"""": ""11""}, {""\""\u00eb\u00b7\u00b0\u00ea\u00b0\u0080 \u00ec\u00a2\u008b\u00ec\u0095\u0084\u00ec\u009a\u0094\"""": ""11""}, {""\""\u00ec\u00a3\u00bc\u00ec\u00b0\u00a8\u00ed\u0095\u0098\u00ea\u00b8\u00b0 \u00ed\u008e\u00b8\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""6""}, {""\""\u00ed\u0099\u0094\u00ec\u009e\u00a5\u00ec\u008b\u00a4\u00ec\u009d\u00b4 \u00ea\u00b9\u00a8\u00eb\u0081\u0097\u00ed\u0095\u00b4\u00ec\u009a\u0094\"""": ""6""}]","['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">23:00에 영업 종료</time><span class=""place_blind"">23시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">매일</span><div class=""H3ua4"">07:00 - 23:00</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],"{'한입에 두번 반한 단팥크림빵': '1,800원', '에쉬레 버터로 풍미를 더한 실키롤케익': '13,000원', '찍먹양송이스프볼': '8,500원', '먹빵박스': '14,000원'}"
170,170,170,170,170,mid,4.0,스타벅스 대전전민점,1,,36.399504318163,127.40050824621,34052.0,대전광역시 유성구 유성대로 1722,,1522-3232,"[1, 2, 8]",,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">22:00에 영업 종료</time><span class=""place_blind"">22시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">월(3/20)</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">화(3/21)</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">수(3/22)</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">목(3/23)</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">금(3/24)</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">토(3/25)</span><div class=""H3ua4"">07:00 - 22:00</div></span></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">일(3/26)</span><div class=""H3ua4"">07:00 - 22:00</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']",{},[],{}
171,171,171,171,171,mid,4.0,투썸플레이스 대전도안바로세움점,1,,36.352006406782,127.34626220184,34189.0,대전광역시 유성구 계룡로 142,,0507-1347-6159,"[1, 2, 3, 7, 8]",no_rating,,,"['<div class=""w9QyJ vI8SM""><div class=""y6tNq""><div class=""A_cdD""><em>영업 중</em><span class=""U7pYf""><time aria-hidden=""true"">22:00에 영업 종료</time><span class=""place_blind"">22시 0분에 영업 종료</span></span></div></div></div>', '<div class=""w9QyJ""><div class=""y6tNq""><span class=""A_cdD""><span class=""i8cJw"">매일</span><div class=""H3ua4"">08:00 - 22:00</div></span><span class=""_UCia""><svg aria-hidden=""true"" class=""DNzQ2"" viewbox=""0 0 12 7"" xmlns=""http://www.w3.org/2000/svg""><path d=""M11.47.52a.74.74 0 00-1.04 0l-4.4 4.45v.01L1.57.52A.74.74 0 10.53 1.57l5.12 5.08a.5.5 0 00.7 0l5.12-5.08a.74.74 0 000-1.05z""></path></svg><span class=""place_blind"">접기</span></span></div></div>']","{'tre****': '사람없고 깨끗하고 넘 좋음. ', 'Lio19': '밀크젤리딸기티? 딸기밀크젤리티? 딸리밀크젤기_x000D_\n티? 밀키젤크딸리티? 이름 구성이 복잡해요...하지_x000D_\n만 음료 맛이 달콤해요 넘 맛있고 목으로 오...', '서동옥': '매장도 넓고 좌석도 전체적으로 편해요! 글구 케익 존맛'}",[],"{'아메리카노': '4,500원', '카페라떼': '5,000원', '카라멜 마키아또': '5,900원', '레드벨벳': '6,500원'}"
